//origem,destino,n.º de kms,portagem, n.º de minutos
Berlin,Madrid,113.9,323.66,2323.0
Berlin,Rome,0.0,210.72,1509.0
Berlin,Paris,16.2,147.61,1057.0
Berlin,Vienna,0.0,95.56,680.0
Berlin,Warsaw,28.7,81.06,579.0
Berlin,Hamburg,0.0,41.11,291.0
Berlin,Bucharest,0.0,238.64,1699.0
Berlin,Barcelona,89.4,261.15,1871.0
Berlin,Budapest,0.0,122.12,873.0
Berlin,Munich,0.0,82.17,586.0
Berlin,Prague,0.0,48.78,346.0
Berlin,Milan,4.2,144.65,1035.0
Berlin,Sofia,21.09,228.22,1634.0
Berlin,Cologne,0.0,80.44,574.0
Berlin,Stockholm,92.21,194.54,1394.0
Berlin,Amsterdam,0.0,92.52,659.0
Berlin,Naples,0.0,238.08,1707.0
Berlin,Marseille,63.5,215.56,1545.0
Berlin,Turin,25.0,160.88,1152.0
Berlin,Valencia,89.4,308.25,2211.0
Berlin,Kraków,7.66,83.39,596.0
Berlin,Zagreb,0.0,138.85,990.0
Berlin,Frankfurt,0.0,76.56,546.0
Berlin,Seville,113.9,387.34,2781.0
Berlin,Zaragoza,89.4,298.8,2143.0
Berlin,Helsinki,65.26,229.46,1550.0
Berlin,Wrocław,0.0,48.71,347.0
Berlin,Rotterdam,0.0,97.27,694.0
Berlin,Copenhagen,26.95,105.47,753.0
Berlin,Łódź,28.7,65.62,465.0
Berlin,Athens,63.71,326.04,2338.0
Berlin,Stuttgart,0.0,89.15,637.0
Berlin,Düsseldorf,0.0,78.33,559.0
Berlin,Palermo,0.0,333.0,2379.0
Madrid,Berlin,113.9,288.24,2318.0
Madrid,Rome,113.3,240.82,1937.0
Madrid,Paris,97.7,158.27,1272.0
Madrid,Vienna,77.7,296.96,2386.0
Madrid,Warsaw,142.6,355.81,2862.0
Madrid,Hamburg,113.9,270.51,2176.0
Madrid,Bucharest,149.23,395.1,3167.0
Madrid,Barcelona,0.0,77.54,622.0
Madrid,Budapest,123.4,311.47,2508.0
Madrid,Munich,77.7,242.76,1952.0
Madrid,Prague,108.4,278.59,2241.0
Madrid,Milan,91.6,194.22,1563.0
Madrid,Sofia,161.53,368.0,2962.0
Madrid,Cologne,113.9,218.16,1754.0
Madrid,Stockholm,206.11,408.89,3292.0
Madrid,Amsterdam,116.6,220.41,1772.0
Madrid,Naples,141.6,266.09,2142.0
Madrid,Marseille,35.3,135.28,1088.0
Madrid,Turin,0.0,180.4,1450.0
Madrid,Valencia,0.0,44.49,356.0
Madrid,Kraków,116.06,344.04,2769.0
Madrid,Zagreb,124.4,270.87,2179.0
Madrid,Frankfurt,148.9,230.53,1855.0
Madrid,Seville,3.2,66.42,533.0
Madrid,Zaragoza,0.0,39.77,318.0
Madrid,Helsinki,0.0,624.98,5031.0
Madrid,Wrocław,108.4,314.1,2529.0
Madrid,Rotterdam,116.6,212.64,1710.0
Madrid,Copenhagen,140.85,329.46,2651.0
Madrid,Łódź,108.4,341.42,2748.0
Madrid,Athens,204.15,455.17,3667.0
Madrid,Stuttgart,108.4,221.78,1783.0
Madrid,Düsseldorf,113.9,219.12,1762.0
Madrid,Palermo,154.5,350.93,2812.0
Rome,Berlin,0.0,220.35,1510.0
Rome,Madrid,117.55,285.77,1960.0
Rome,Paris,0.0,208.22,1425.0
Rome,Vienna,59.8,160.13,1097.0
Rome,Warsaw,59.8,257.59,1766.0
Rome,Hamburg,0.0,242.61,1662.0
Rome,Bucharest,78.13,274.61,1875.0
Rome,Barcelona,113.0,198.14,1357.0
Rome,Budapest,52.3,177.83,1219.0
Rome,Munich,0.0,134.18,918.0
Rome,Prague,0.0,190.11,1302.0
Rome,Milan,44.4,84.18,574.0
Rome,Sofia,90.43,243.75,1671.0
Rome,Cologne,50.2,204.29,1401.0
Rome,Stockholm,0.0,417.1,2863.0
Rome,Amsterdam,50.2,241.1,1654.0
Rome,Naples,17.4,33.79,228.0
Rome,Marseille,77.7,130.49,892.0
Rome,Turin,59.6,101.37,692.0
Rome,Valencia,113.0,247.54,1698.0
Rome,Kraków,67.46,226.42,1552.0
Rome,Zagreb,53.3,130.2,890.0
Rome,Frankfurt,50.2,180.83,1239.0
Rome,Seville,113.0,342.07,2347.0
Rome,Zaragoza,113.0,237.59,1629.0
Rome,Helsinki,59.8,421.85,2865.0
Rome,Wrocław,0.0,239.78,1645.0
Rome,Rotterdam,67.7,235.31,1614.0
Rome,Copenhagen,0.0,323.99,2222.0
Rome,Łódź,59.8,243.99,1672.0
Rome,Athens,133.05,346.16,2376.0
Rome,Stuttgart,0.0,158.15,1080.0
Rome,Düsseldorf,50.2,209.95,1440.0
Rome,Palermo,30.3,133.31,900.0
Paris,Berlin,16.2,148.6,1056.0
Paris,Madrid,97.7,178.88,1276.0
Paris,Rome,0.0,200.45,1426.0
Paris,Vienna,33.8,174.17,1240.0
Paris,Warsaw,44.9,224.48,1600.0
Paris,Hamburg,16.2,128.62,914.0
Paris,Bucharest,33.8,326.62,2316.0
Paris,Barcelona,69.6,145.53,1037.0
Paris,Budapest,33.8,208.77,1490.0
Paris,Munich,44.1,117.08,832.0
Paris,Prague,33.8,145.44,1036.0
Paris,Milan,0.0,120.09,852.0
Paris,Sofia,0.0,304.95,2175.0
Paris,Cologne,16.2,69.68,492.0
Paris,Stockholm,0.0,284.72,2030.0
Paris,Amsterdam,18.9,72.67,510.0
Paris,Naples,0.0,227.95,1624.0
Paris,Marseille,68.9,109.05,775.0
Paris,Turin,0.0,109.14,776.0
Paris,Valencia,69.6,193.05,1377.0
Paris,Kraków,41.46,216.31,1544.0
Paris,Zagreb,0.0,195.66,1394.0
Paris,Frankfurt,33.8,80.71,574.0
Paris,Seville,97.7,242.97,1734.0
Paris,Zaragoza,106.21,151.42,1079.0
Paris,Helsinki,0.0,339.79,2338.0
Paris,Wrocław,33.8,181.45,1295.0
Paris,Rotterdam,22.9,64.08,451.0
Paris,Copenhagen,43.15,195.11,1389.0
Paris,Łódź,33.8,212.13,1514.0
Paris,Athens,0.0,403.27,2879.0
Paris,Stuttgart,44.1,87.66,622.0
Paris,Düsseldorf,16.2,70.77,500.0
Paris,Palermo,0.0,323.09,2296.0
Vienna,Berlin,0.0,86.26,682.0
Vienna,Madrid,130.6,299.43,2394.0
Vienna,Rome,59.8,137.52,1097.0
Vienna,Paris,33.8,156.52,1247.0
Vienna,Warsaw,0.0,85.25,676.0
Vienna,Hamburg,0.0,122.55,973.0
Vienna,Bucharest,0.0,135.35,1070.0
Vienna,Barcelona,130.6,226.31,1808.0
Vienna,Budapest,0.0,30.88,244.0
Vienna,Munich,0.0,51.27,404.0
Vienna,Prague,0.0,42.89,337.0
Vienna,Milan,38.7,106.2,848.0
Vienna,Sofia,21.09,126.06,1006.0
Vienna,Cologne,0.0,112.64,898.0
Vienna,Stockholm,0.0,259.74,2072.0
Vienna,Amsterdam,0.0,144.25,1150.0
Vienna,Naples,75.9,162.08,1296.0
Vienna,Marseille,95.3,168.14,1343.0
Vienna,Turin,56.6,121.61,971.0
Vienna,Valencia,130.6,268.63,2148.0
Vienna,Kraków,7.66,58.57,462.0
Vienna,Zagreb,6.4,47.02,372.0
Vienna,Frankfurt,0.0,90.0,716.0
Vienna,Seville,130.6,349.75,2797.0
Vienna,Zaragoza,130.6,260.14,2080.0
Vienna,Helsinki,0.0,223.16,1749.0
Vienna,Wrocław,0.0,55.22,426.0
Vienna,Rotterdam,0.0,145.84,1164.0
Vienna,Copenhagen,26.95,179.74,1430.0
Vienna,Łódź,0.0,73.61,582.0
Vienna,Athens,63.71,213.88,1709.0
Vienna,Stuttgart,0.0,78.58,623.0
Vienna,Düsseldorf,0.0,117.5,936.0
Vienna,Palermo,88.8,246.95,1967.0
Warsaw,Berlin,120.0,288.96,582.0
Warsaw,Madrid,596.22,1417.92,2871.0
Warsaw,Rome,250.02,875.09,1767.0
Warsaw,Paris,187.73,793.18,1604.0
Warsaw,Vienna,0.0,336.05,676.0
Warsaw,Hamburg,120.0,427.72,863.0
Warsaw,Bucharest,0.0,654.3,1282.0
Warsaw,Barcelona,373.77,1171.99,2371.0
Warsaw,Budapest,0.0,395.08,788.0
Warsaw,Munich,0.0,537.61,1086.0
Warsaw,Prague,0.0,322.86,643.0
Warsaw,Milan,161.8,750.47,1517.0
Warsaw,Sofia,88.18,771.28,1549.0
Warsaw,Cologne,120.0,552.95,1118.0
Warsaw,Stockholm,0.0,971.7,1967.0
Warsaw,Amsterdam,120.0,597.66,1207.0
Warsaw,Naples,317.33,971.53,1965.0
Warsaw,Marseille,265.49,1010.95,2045.0
Warsaw,Turin,236.64,811.35,1640.0
Warsaw,Valencia,373.77,1337.02,2707.0
Warsaw,Kraków,0.0,150.51,300.0
Warsaw,Zagreb,26.76,516.29,1041.0
Warsaw,Frankfurt,120.0,539.21,1089.0
Warsaw,Seville,596.22,1641.5,3324.0
Warsaw,Zaragoza,373.77,1303.57,2639.0
Warsaw,Helsinki,0.0,557.34,1103.0
Warsaw,Wrocław,0.0,179.18,359.0
Warsaw,Rotterdam,120.0,612.55,1237.0
Warsaw,Copenhagen,232.67,653.75,1321.0
Warsaw,Łódź,0.0,68.59,133.0
Warsaw,Athens,266.31,1118.09,2254.0
Warsaw,Stuttgart,0.0,560.4,1132.0
Warsaw,Düsseldorf,120.0,545.5,1102.0
Warsaw,Palermo,371.26,1309.14,2636.0
Hamburg,Berlin,0.0,41.17,291.0
Hamburg,Madrid,113.9,301.7,2167.0
Hamburg,Rome,0.0,232.66,1665.0
Hamburg,Paris,16.2,125.63,900.0
Hamburg,Vienna,0.0,135.86,972.0
Hamburg,Warsaw,28.7,119.82,859.0
Hamburg,Bucharest,0.0,279.45,1991.0
Hamburg,Barcelona,89.4,252.61,1814.0
Hamburg,Budapest,0.0,162.47,1165.0
Hamburg,Munich,0.0,110.54,792.0
Hamburg,Prague,0.0,89.24,639.0
Hamburg,Milan,4.2,154.58,1108.0
Hamburg,Sofia,21.09,268.69,1926.0
Hamburg,Cologne,0.0,60.45,432.0
Hamburg,Stockholm,92.21,155.79,1116.0
Hamburg,Amsterdam,0.0,65.54,467.0
Hamburg,Naples,0.0,260.07,1864.0
Hamburg,Marseille,63.5,207.13,1488.0
Hamburg,Turin,25.0,170.81,1225.0
Hamburg,Valencia,89.4,299.81,2154.0
Hamburg,Kraków,7.66,126.06,904.0
Hamburg,Zagreb,0.0,178.53,1281.0
Hamburg,Frankfurt,0.0,68.56,490.0
Hamburg,Seville,113.9,365.37,2625.0
Hamburg,Zaragoza,122.41,274.35,1970.0
Hamburg,Helsinki,0.0,401.0,2878.0
Hamburg,Wrocław,0.0,91.41,655.0
Hamburg,Rotterdam,0.0,70.32,502.0
Hamburg,Copenhagen,26.95,66.74,475.0
Hamburg,Łódź,28.7,104.43,745.0
Hamburg,Athens,55.91,366.66,2630.0
Hamburg,Stuttgart,0.0,91.59,654.0
Hamburg,Düsseldorf,0.0,56.17,401.0
Hamburg,Palermo,0.0,355.18,2535.0
Bucharest,Berlin,0.0,1033.42,1702.0
Bucharest,Madrid,42.31,1912.67,3176.0
Bucharest,Rome,0.0,1140.07,1883.0
Bucharest,Paris,168.24,1404.91,2325.0
Bucharest,Vienna,0.0,654.03,1072.0
Bucharest,Warsaw,0.0,797.89,1290.0
Bucharest,Hamburg,0.0,1205.9,1993.0
Bucharest,Barcelona,42.31,1563.81,2593.0
Bucharest,Budapest,0.0,512.89,835.0
Bucharest,Munich,0.0,899.92,1482.0
Bucharest,Prague,0.0,825.0,1357.0
Bucharest,Milan,0.0,980.85,1619.0
Bucharest,Sofia,0.0,234.92,384.0
Bucharest,Cologne,0.0,1194.81,1976.0
Bucharest,Stockholm,458.94,1876.83,3114.0
Bucharest,Amsterdam,0.0,1351.46,2235.0
Bucharest,Naples,469.03,1254.6,2078.0
Bucharest,Marseille,565.6,1283.61,2125.0
Bucharest,Turin,372.98,1060.58,1753.0
Bucharest,Valencia,741.31,1765.13,2931.0
Bucharest,Kraków,0.0,660.02,1067.0
Bucharest,Zagreb,123.6,604.71,991.0
Bucharest,Frankfurt,0.0,1086.38,1794.0
Bucharest,Seville,741.31,2153.63,3580.0
Bucharest,Zaragoza,741.31,1724.34,2862.0
Bucharest,Helsinki,0.0,1542.56,2513.0
Bucharest,Wrocław,38.1,822.55,1338.0
Bucharest,Rotterdam,0.0,1353.95,2242.0
Bucharest,Copenhagen,134.13,1493.93,2473.0
Bucharest,Łódź,38.1,824.22,1340.0
Bucharest,Athens,0.0,713.13,1181.0
Bucharest,Stuttgart,0.0,1031.29,1701.0
Bucharest,Düsseldorf,0.0,1218.19,2015.0
Bucharest,Palermo,533.25,1663.73,2749.0
Barcelona,Berlin,89.4,232.54,1870.0
Barcelona,Madrid,0.0,77.47,622.0
Barcelona,Rome,112.0,167.01,1343.0
Barcelona,Paris,69.6,129.05,1037.0
Barcelona,Vienna,77.7,224.58,1803.0
Barcelona,Warsaw,89.4,293.37,2361.0
Barcelona,Hamburg,89.4,225.47,1815.0
Barcelona,Bucharest,149.23,323.13,2584.0
Barcelona,Budapest,123.4,239.22,1926.0
Barcelona,Munich,77.7,170.38,1369.0
Barcelona,Prague,89.4,213.37,1716.0
Barcelona,Milan,91.6,121.95,980.0
Barcelona,Sofia,161.53,295.72,2379.0
Barcelona,Cologne,90.4,169.03,1359.0
Barcelona,Stockholm,0.0,363.89,2930.0
Barcelona,Amsterdam,88.5,191.18,1537.0
Barcelona,Naples,141.6,193.76,1559.0
Barcelona,Marseille,35.3,63.11,506.0
Barcelona,Turin,0.0,108.14,867.0
Barcelona,Valencia,13.08,43.69,350.0
Barcelona,Kraków,97.02,279.1,2246.0
Barcelona,Zagreb,124.4,198.68,1597.0
Barcelona,Frankfurt,89.4,165.34,1329.0
Barcelona,Seville,13.08,124.27,999.0
Barcelona,Zaragoza,0.0,38.87,312.0
Barcelona,Helsinki,0.0,579.48,4664.0
Barcelona,Wrocław,89.4,249.16,2005.0
Barcelona,Rotterdam,92.5,183.4,1473.0
Barcelona,Copenhagen,116.35,284.5,2289.0
Barcelona,Łódź,89.4,276.46,2224.0
Barcelona,Athens,204.15,382.99,3084.0
Barcelona,Stuttgart,89.4,156.89,1260.0
Barcelona,Düsseldorf,90.4,177.71,1426.0
Barcelona,Palermo,154.5,278.91,2231.0
Budapest,Berlin,0.0,43801.99,874.0
Budapest,Madrid,49408.86,126170.49,2525.0
Budapest,Rome,20991.74,61325.55,1223.0
Budapest,Paris,13566.36,74850.75,1496.0
Budapest,Vienna,0.0,12296.05,244.0
Budapest,Warsaw,0.0,43216.17,864.0
Budapest,Hamburg,0.0,58364.9,1166.0
Budapest,Bucharest,0.0,42333.71,835.0
Budapest,Barcelona,49408.86,96783.3,1935.0
Budapest,Munich,0.0,32801.74,654.0
Budapest,Prague,0.0,26554.01,529.0
Budapest,Milan,12522.8,48658.02,973.0
Budapest,Sofia,8466.78,38636.84,770.0
Budapest,Cologne,0.0,57414.07,1149.0
Budapest,Stockholm,0.0,113145.48,2264.0
Budapest,Amsterdam,0.0,70384.76,1407.0
Budapest,Naples,27453.82,71021.73,1421.0
Budapest,Marseille,36845.93,73816.65,1475.0
Budapest,Turin,19707.35,54817.97,1096.0
Budapest,Valencia,49408.86,113561.14,2273.0
Budapest,Kraków,0.0,20279.54,392.0
Budapest,Zagreb,2568.78,17470.68,347.0
Budapest,Frankfurt,0.0,48332.83,967.0
Budapest,Seville,49408.86,145985.6,2922.0
Budapest,Zaragoza,49408.86,110179.98,2205.0
Budapest,Helsinki,0.0,99574.2,1968.0
Budapest,Wrocław,0.0,30995.1,614.0
Budapest,Rotterdam,0.0,70330.18,1406.0
Budapest,Copenhagen,10815.83,81201.65,1623.0
Budapest,Łódź,0.0,38577.05,770.0
Budapest,Athens,25567.43,73791.88,1475.0
Budapest,Stuttgart,0.0,43713.21,873.0
Budapest,Düsseldorf,0.0,59339.41,1187.0
Budapest,Palermo,32631.52,105236.02,2092.0
Munich,Berlin,0.0,82.13,586.0
Munich,Madrid,77.7,273.1,1960.0
Munich,Rome,0.0,128.5,919.0
Munich,Paris,44.1,116.24,831.0
Munich,Vienna,0.0,56.88,404.0
Munich,Warsaw,0.0,152.29,1092.0
Munich,Hamburg,0.0,110.79,794.0
Munich,Bucharest,0.0,208.43,1480.0
Munich,Barcelona,77.7,191.15,1369.0
Munich,Budapest,0.0,91.29,654.0
Munich,Prague,0.0,53.99,384.0
Munich,Milan,4.2,68.86,491.0
Munich,Sofia,0.0,185.43,1329.0
Munich,Cologne,0.0,80.55,576.0
Munich,Stockholm,0.0,270.23,1940.0
Munich,Amsterdam,0.0,115.76,829.0
Munich,Naples,0.0,155.86,1118.0
Munich,Marseille,53.6,145.84,1046.0
Munich,Turin,25.0,85.09,608.0
Munich,Valencia,77.7,238.53,1712.0
Munich,Kraków,7.62,116.94,835.0
Munich,Zagreb,0.0,76.77,548.0
Munich,Frankfurt,0.0,55.32,395.0
Munich,Seville,77.7,328.89,2361.0
Munich,Zaragoza,77.7,229.08,1644.0
Munich,Helsinki,0.0,304.82,2094.0
Munich,Wrocław,0.0,101.5,727.0
Munich,Rotterdam,0.0,114.74,821.0
Munich,Copenhagen,26.95,181.3,1299.0
Munich,Łódź,0.0,132.01,946.0
Munich,Athens,0.0,283.37,2034.0
Munich,Stuttgart,0.0,31.16,219.0
Munich,Düsseldorf,0.0,85.96,615.0
Munich,Palermo,0.0,250.95,1790.0
Prague,Berlin,0.0,1016.62,347.0
Prague,Madrid,2730.82,6542.71,2251.0
Prague,Rome,0.0,3804.58,1304.0
Prague,Paris,844.48,3030.14,1040.0
Prague,Vienna,0.0,987.01,337.0
Prague,Warsaw,0.0,1920.8,654.0
Prague,Hamburg,0.0,1861.66,639.0
Prague,Bucharest,0.0,3982.55,1355.0
Prague,Barcelona,2233.62,5006.89,1721.0
Prague,Budapest,0.0,1541.97,529.0
Prague,Munich,0.0,1125.89,384.0
Prague,Milan,104.93,2529.3,868.0
Prague,Sofia,527.04,3756.75,1291.0
Prague,Cologne,0.0,2018.24,693.0
Prague,Stockholm,0.0,5045.64,1737.0
Prague,Amsterdam,0.0,2558.13,879.0
Prague,Naples,0.0,4366.85,1502.0
Prague,Marseille,1586.52,4063.0,1395.0
Prague,Turin,624.61,2867.83,984.0
Prague,Valencia,2233.62,5989.31,2061.0
Prague,Kraków,190.3,1564.01,536.0
Prague,Zagreb,0.0,1889.1,646.0
Prague,Frankfurt,0.0,1492.14,511.0
Prague,Seville,2233.62,7875.18,2711.0
Prague,Zaragoza,2233.62,5792.6,1993.0
Prague,Helsinki,0.0,5116.67,1734.0
Prague,Wrocław,0.0,862.16,289.0
Prague,Rotterdam,0.0,2657.45,914.0
Prague,Copenhagen,673.26,3188.52,1096.0
Prague,Łódź,0.0,1498.26,508.0
Prague,Athens,1661.48,5804.18,1996.0
Prague,Stuttgart,0.0,1417.22,484.0
Prague,Düsseldorf,0.0,2103.48,722.0
Prague,Palermo,0.0,6354.43,2174.0
Milan,Berlin,4.2,151.17,1035.0
Milan,Madrid,91.3,229.03,1571.0
Milan,Rome,44.4,84.09,573.0
